TName,Location,Phone,MTitle,ShowTime,Rating,CCode,CName
SOCAL Canyon Springs Cinema,"East Of I-215 On 60 Freeway At Day Street Canyon, Moreno Valley",(909) 782-0800,Dear God,6:40 PM,,A,Laurie Metcalf
SOCAL Canyon Springs Cinema,"East Of I-215 On 60 Freeway At Day Street Canyon, Moreno Valley",(909) 782-0800,Dear God,6:40 PM,,A,Maria Pitillo
SOCAL Canyon Springs Cinema,"East Of I-215 On 60 Freeway At Day Street Canyon, Moreno Valley",(909) 782-0800,Dear God,6:40 PM,,A,Roscoe Lee Browne
SOCAL Canyon Springs Cinema,"East Of I-215 On 60 Freeway At Day Street Canyon, Moreno Valley",(909) 782-0800,Dear God,6:40 PM,,A,Tim Conway
SOCAL Canyon Springs Cinema,"East Of I-215 On 60 Freeway At Day Street Canyon, Moreno Valley",(909) 782-0800,Dear God,6:40 PM,,D,Garry Marshall
SOCAL Canyon Springs Cinema,"East Of I-215 On 60 Freeway At Day Street Canyon, Moreno Valley",(909) 782-0800,Dear God,9:00 PM,,A,Greg Kinnear
SOCAL Canyon Springs Cinema,"East Of I-215 On 60 Freeway At Day Street Canyon, Moreno Valley",(909) 782-0800,Dear God,9:00 PM,,A,Hector Elizondo
SOCAL Canyon Springs Cinema,"East Of I-215 On 60 Freeway At Day Street Canyon, Moreno Valley",(909) 782-0800,Dear God,9:00 PM,,A,Jon Seda
SOCAL Canyon Springs Cinema,"East Of I-215 On 60 Freeway At Day Street Canyon, Moreno Valley",(909) 782-0800,Dear God,9:00 PM,,A,Laurie Metcalf
SOCAL Canyon Springs Cinema,"East Of I-215 On 60 Freeway At Day Street Canyon, Moreno Valley",(909) 782-0800,Dear God,9:00 PM,,A,Maria Pitillo
SOCAL Canyon Springs Cinema,"East Of I-215 On 60 Freeway At Day Street Canyon, Moreno Valley",(909) 782-0800,Dear God,9:00 PM,,A,Roscoe Lee Browne
SOCAL Canyon Springs Cinema,"East Of I-215 On 60 Freeway At Day Street Canyon, Moreno Valley",(909) 782-0800,Dear God,9:00 PM,,A,Tim Conway
SOCAL Canyon Springs Cinema,"East Of I-215 On 60 Freeway At Day Street Canyon, Moreno Valley",(909) 782-0800,Dear God,9:00 PM,,D,Garry Marshall
SOCAL Canyon Springs Cinema,"East Of I-215 On 60 Freeway At Day Street Canyon, Moreno Valley",(909) 782-0800,Dear God,9:00 PM,,A,Greg Kinnear
SOCAL Canyon Springs Cinema,"East Of I-215 On 60 Freeway At Day Street Canyon, Moreno Valley",(909) 782-0800,Dear God,9:00 PM,,A,Hector Elizondo
SOCAL Canyon Springs Cinema,"East Of I-215 On 60 Freeway At Day Street Canyon, Moreno Valley",(909) 782-0800,Dear God,9:00 PM,,A,Jon Seda
SOCAL Canyon Springs Cinema,"East Of I-215 On 60 Freeway At Day Street Canyon, Moreno Valley",(909) 782-0800,Dear God,9:00 PM,,A,Laurie Metcalf
SOCAL Canyon Springs Cinema,"East Of I-215 On 60 Freeway At Day Street Canyon, Moreno Valley",(909) 782-0800,Dear God,9:00 PM,,A,Maria Pitillo
SOCAL Canyon Springs Cinema,"East Of I-215 On 60 Freeway At Day Street Canyon, Moreno Valley",(909) 782-0800,Dear God,9:00 PM,,A,Roscoe Lee Browne
SOCAL Canyon Springs Cinema,"East Of I-215 On 60 Freeway At Day Street Canyon, Moreno Valley",(909) 782-0800,Dear God,9:00 PM,,A,Tim Conway
SOCAL Canyon Springs Cinema,"East Of I-215 On 60 Freeway At Day Street Canyon, Moreno Valley",(909) 782-0800,Dear God,9:00 PM,,D,Garry Marshall
SOCAL Canyon Springs Cinema,"East Of I-215 On 60 Freeway At Day Street Canyon, Moreno Valley",(909) 782-0800,"First Wives Club, The",4:20 PM,PG-13,A,Bette Midler
SOCAL Canyon Springs Cinema,"East Of I-215 On 60 Freeway At Day Street Canyon, Moreno Valley",(909) 782-0800,"First Wives Club, The",4:20 PM,PG-13,A,Diane Keaton
SOCAL Canyon Springs Cinema,"East Of I-215 On 60 Freeway At Day Street Canyon, Moreno Valley",(909) 782-0800,"First Wives Club, The",4:20 PM,PG-13,A,Goldie Hawn
SOCAL Canyon Springs Cinema,"East Of I-215 On 60 Freeway At Day Street Canyon, Moreno Valley",(909) 782-0800,"First Wives Club, The",4:20 PM,PG-13,D,Hugh Wilson
SOCAL Canyon Springs Cinema,"East Of I-215 On 60 Freeway At Day Street Canyon, Moreno Valley",(909) 782-0800,"First Wives Club, The",6:30 PM,PG-13,A,Bette Midler
SOCAL Canyon Springs Cinema,"East Of I-215 On 60 Freeway At Day Street Canyon, Moreno Valley",(909) 782-0800,"First Wives Club, The",6:30 PM,PG-13,A,Diane Keaton
SOCAL Canyon Springs Cinema,"East Of I-215 On 60 Freeway At Day Street Canyon, Moreno Valley",(909) 782-0800,"First Wives Club, The",6:30 PM,PG-13,A,Goldie Hawn
SOCAL Canyon Springs Cinema,"East Of I-215 On 60 Freeway At Day Street Canyon, Moreno Valley",(909) 782-0800,"First Wives Club, The",6:30 PM,PG-13,D,Hugh Wilson
SOCAL Canyon Springs Cinema,"East Of I-215 On 60 Freeway At Day Street Canyon, Moreno Valley",(909) 782-0800,"First Wives Club, The",8:40 PM,PG-13,A,Bette Midler
SOCAL Canyon Springs Cinema,"East Of I-215 On 60 Freeway At Day Street Canyon, Moreno Valley",(909) 782-0800,"First Wives Club, The",8:40 PM,PG-13,A,Diane Keaton
SOCAL Canyon Springs Cinema,"East Of I-215 On 60 Freeway At Day Street Canyon, Moreno Valley",(909) 782-0800,"First Wives Club, The",8:40 PM,PG-13,A,Goldie Hawn
SOCAL Canyon Springs Cinema,"East Of I-215 On 60 Freeway At Day Street Canyon, Moreno Valley",(909) 782-0800,"First Wives Club, The",8:40 PM,PG-13,D,Hugh Wilson
SOCAL Canyon Springs Cinema,"East Of I-215 On 60 Freeway At Day Street Canyon, Moreno Valley",(909) 782-0800,Fly Away Home,4:50 PM,PG,A,Anna Paquin
SOCAL Canyon Springs Cinema,"East Of I-215 On 60 Freeway At Day Street Canyon, Moreno Valley",(909) 782-0800,Fly Away Home,4:50 PM,PG,A,Dana Delany
SOCAL Canyon Springs Cinema,"East Of I-215 On 60 Freeway At Day Street Canyon, Moreno Valley",(909) 782-0800,Fly Away Home,4:50 PM,PG,A,Jeff Daniels
SOCAL Canyon Springs Cinema,"East Of I-215 On 60 Freeway At Day Street Canyon, Moreno Valley",(909) 782-0800,Fly Away Home,4:50 PM,PG,D,Carroll Ballard
SOCAL Canyon Springs Cinema,"East Of I-215 On 60 Freeway At Day Street Canyon, Moreno Valley",(909) 782-0800,"Ghost & The Darkness, The",7:20 PM,R,A,Bernard Hill
SOCAL Canyon Springs Cinema,"East Of I-215 On 60 Freeway At Day Street Canyon, Moreno Valley",(909) 782-0800,"Ghost & The Darkness, The",7:20 PM,R,A,Brian McCardie
SOCAL Canyon Springs Cinema,"East Of I-215 On 60 Freeway At Day Street Canyon, Moreno Valley",(909) 782-0800,"Ghost & The Darkness, The",7:20 PM,R,A,Emily Mortimer
SOCAL Canyon Springs Cinema,"East Of I-215 On 60 Freeway At Day Street Canyon, Moreno Valley",(909) 782-0800,"Ghost & The Darkness, The",7:20 PM,R,A,Henry Cele
SOCAL Canyon Springs Cinema,"East Of I-215 On 60 Freeway At Day Street Canyon, Moreno Valley",(909) 782-0800,"Ghost & The Darkness, The",7:20 PM,R,A,John Kani
SOCAL Canyon Springs Cinema,"East Of I-215 On 60 Freeway At Day Street Canyon, Moreno Valley",(909) 782-0800,"Ghost & The Darkness, The",7:20 PM,R,A,Michael Douglas
SOCAL Canyon Springs Cinema,"East Of I-215 On 60 Freeway At Day Street Canyon, Moreno Valley",(909) 782-0800,"Ghost & The Darkness, The",7:20 PM,R,A,Tom Wilkinson
SOCAL Canyon Springs Cinema,"East Of I-215 On 60 Freeway At Day Street Canyon, Moreno Valley",(909) 782-0800,"Ghost & The Darkness, The",7:20 PM,R,A,Val Kilmer
SOCAL Canyon Springs Cinema,"East Of I-215 On 60 Freeway At Day Street Canyon, Moreno Valley",(909) 782-0800,"Ghost & The Darkness, The",7:20 PM,R,D,Stephen Hopkins
SOCAL Canyon Springs Cinema,"East Of I-215 On 60 Freeway At Day Street Canyon, Moreno Valley",(909) 782-0800,"Ghost & The Darkness, The",9:50 PM,R,A,Bernard Hill
SOCAL Canyon Springs Cinema,"East Of I-215 On 60 Freeway At Day Street Canyon, Moreno Valley",(909) 782-0800,"Ghost & The Darkness, The",9:50 PM,R,A,Brian McCardie
SOCAL Canyon Springs Cinema,"East Of I-215 On 60 Freeway At Day Street Canyon, Moreno Valley",(909) 782-0800,"Ghost & The Darkness, The",9:50 PM,R,A,Emily Mortimer
SOCAL Canyon Springs Cinema,"East Of I-215 On 60 Freeway At Day Street Canyon, Moreno Valley",(909) 782-0800,"Ghost & The Darkness, The",9:50 PM,R,A,Henry Cele
SOCAL Canyon Springs Cinema,"East Of I-215 On 60 Freeway At Day Street Canyon, Moreno Valley",(909) 782-0800,"Ghost & The Darkness, The",9:50 PM,R,A,John Kani
SOCAL Canyon Springs Cinema,"East Of I-215 On 60 Freeway At Day Street Canyon, Moreno Valley",(909) 782-0800,"Ghost & The Darkness, The",9:50 PM,R,A,Michael Douglas
SOCAL Canyon Springs Cinema,"East Of I-215 On 60 Freeway At Day Street Canyon, Moreno Valley",(909) 782-0800,"Ghost & The Darkness, The",9:50 PM,R,A,Tom Wilkinson
SOCAL Canyon Springs Cinema,"East Of I-215 On 60 Freeway At Day Street Canyon, Moreno Valley",(909) 782-0800,"Ghost & The Darkness, The",9:50 PM,R,A,Val Kilmer
SOCAL Canyon Springs Cinema,"East Of I-215 On 60 Freeway At Day Street Canyon, Moreno Valley",(909) 782-0800,"Ghost & The Darkness, The",9:50 PM,R,D,Stephen Hopkins
SOCAL Canyon Springs Cinema,"East Of I-215 On 60 Freeway At Day Street Canyon, Moreno Valley",(909) 782-0800,Romeo & Juliet,4:30 PM,R,A,Claire Danes
SOCAL Canyon Springs Cinema,"East Of I-215 On 60 Freeway At Day Street Canyon, Moreno Valley",(909) 782-0800,Romeo & Juliet,4:30 PM,R,A,Diane Venora
SOCAL Canyon Springs Cinema,"East Of I-215 On 60 Freeway At Day Street Canyon, Moreno Valley",(909) 782-0800,Romeo & Juliet,4:30 PM,R,A,John Leguizamo
SOCAL Canyon Springs Cinema,"East Of I-215 On 60 Freeway At Day Street Canyon, Moreno Valley",(909) 782-0800,Romeo & Juliet,4:30 PM,R,A,Leonardo DiCaprio
SOCAL Canyon Springs Cinema,"East Of I-215 On 60 Freeway At Day Street Canyon, Moreno Valley",(909) 782-0800,Romeo & Juliet,4:30 PM,R,A,Paul Rudd
SOCAL Canyon Springs Cinema,"East Of I-215 On 60 Freeway At Day Street Canyon, Moreno Valley",(909) 782-0800,Romeo & Juliet,4:30 PM,R,A,Paul Sorvino
SOCAL Canyon Springs Cinema,"East Of I-215 On 60 Freeway At Day Street Canyon, Moreno Valley",(909) 782-0800,Romeo & Juliet,4:30 PM,R,D,Baz Luhrmann
SOCAL Canyon Springs Cinema,"East Of I-215 On 60 Freeway At Day Street Canyon, Moreno Valley",(909) 782-0800,Romeo & Juliet,7:00 PM,R,A,Claire Danes
SOCAL Canyon Springs Cinema,"East Of I-215 On 60 Freeway At Day Street Canyon, Moreno Valley",(909) 782-0800,Romeo & Juliet,7:00 PM,R,A,Diane Venora
SOCAL Canyon Springs Cinema,"East Of I-215 On 60 Freeway At Day Street Canyon, Moreno Valley",(909) 782-0800,Romeo & Juliet,7:00 PM,R,A,John Leguizamo
SOCAL Canyon Springs Cinema,"East Of I-215 On 60 Freeway At Day Street Canyon, Moreno Valley",(909) 782-0800,Romeo & Juliet,7:00 PM,R,A,Leonardo DiCaprio
SOCAL Canyon Springs Cinema,"East Of I-215 On 60 Freeway At Day Street Canyon, Moreno Valley",(909) 782-0800,Romeo & Juliet,7:00 PM,R,A,Paul Rudd
SOCAL Canyon Springs Cinema,"East Of I-215 On 60 Freeway At Day Street Canyon, Moreno Valley",(909) 782-0800,Romeo & Juliet,7:00 PM,R,A,Paul Sorvino
SOCAL Canyon Springs Cinema,"East Of I-215 On 60 Freeway At Day Street Canyon, Moreno Valley",(909) 782-0800,Romeo & Juliet,7:00 PM,R,D,Baz Luhrmann
SOCAL Canyon Springs Cinema,"East Of I-215 On 60 Freeway At Day Street Canyon, Moreno Valley",(909) 782-0800,Romeo & Juliet,9:30 PM,R,A,Claire Danes
SOCAL Canyon Springs Cinema,"East Of I-215 On 60 Freeway At Day Street Canyon, Moreno Valley",(909) 782-0800,Romeo & Juliet,9:30 PM,R,A,Diane Venora
SOCAL Canyon Springs Cinema,"East Of I-215 On 60 Freeway At Day Street Canyon, Moreno Valley",(909) 782-0800,Romeo & Juliet,9:30 PM,R,A,John Leguizamo
SOCAL Canyon Springs Cinema,"East Of I-215 On 60 Freeway At Day Street Canyon, Moreno Valley",(909) 782-0800,Romeo & Juliet,9:30 PM,R,A,Leonardo DiCaprio
SOCAL Canyon Springs Cinema,"East Of I-215 On 60 Freeway At Day Street Canyon, Moreno Valley",(909) 782-0800,Romeo & Juliet,9:30 PM,R,A,Paul Rudd
SOCAL Canyon Springs Cinema,"East Of I-215 On 60 Freeway At Day Street Canyon, Moreno Valley",(909) 782-0800,Romeo & Juliet,9:30 PM,R,A,Paul Sorvino
SOCAL Canyon Springs Cinema,"East Of I-215 On 60 Freeway At Day Street Canyon, Moreno Valley",(909) 782-0800,Romeo & Juliet,9:30 PM,R,D,Baz Luhrmann
SOCAL Canyon Springs Cinema,"East Of I-215 On 60 Freeway At Day Street Canyon, Moreno Valley",(909) 782-0800,Set It Off,4:25 PM,R,A,Blair Underwood
SOCAL Canyon Springs Cinema,"East Of I-215 On 60 Freeway At Day Street Canyon, Moreno Valley",(909) 782-0800,Set It Off,4:25 PM,R,A,Jada Pinkett
SOCAL Canyon Springs Cinema,"East Of I-215 On 60 Freeway At Day Street Canyon, Moreno Valley",(909) 782-0800,Set It Off,4:25 PM,R,A,John C. McGinley
SOCAL Canyon Springs Cinema,"East Of I-215 On 60 Freeway At Day Street Canyon, Moreno Valley",(909) 782-0800,Set It Off,4:25 PM,R,A,Kimberly Elise
SOCAL Canyon Springs Cinema,"East Of I-215 On 60 Freeway At Day Street Canyon, Moreno Valley",(909) 782-0800,Set It Off,4:25 PM,R,A,Queen Latifah
SOCAL Canyon Springs Cinema,"East Of I-215 On 60 Freeway At Day Street Canyon, Moreno Valley",(909) 782-0800,Set It Off,4:25 PM,R,A,Vivica Fox
SOCAL Canyon Springs Cinema,"East Of I-215 On 60 Freeway At Day Street Canyon, Moreno Valley",(909) 782-0800,Set It Off,4:25 PM,R,D,F. Gary Gray
SOCAL Canyon Springs Cinema,"East Of I-215 On 60 Freeway At Day Street Canyon, Moreno Valley",(909) 782-0800,Set It Off,6:50 PM,R,A,Blair Underwood
SOCAL Canyon Springs Cinema,"East Of I-215 On 60 Freeway At Day Street Canyon, Moreno Valley",(909) 782-0800,Set It Off,6:50 PM,R,A,Jada Pinkett
SOCAL Canyon Springs Cinema,"East Of I-215 On 60 Freeway At Day Street Canyon, Moreno Valley",(909) 782-0800,Set It Off,6:50 PM,R,A,John C. McGinley
SOCAL Canyon Springs Cinema,"East Of I-215 On 60 Freeway At Day Street Canyon, Moreno Valley",(909) 782-0800,Set It Off,6:50 PM,R,A,Kimberly Elise
SOCAL Canyon Springs Cinema,"East Of I-215 On 60 Freeway At Day Street Canyon, Moreno Valley",(909) 782-0800,Set It Off,6:50 PM,R,A,Queen Latifah
SOCAL Canyon Springs Cinema,"East Of I-215 On 60 Freeway At Day Street Canyon, Moreno Valley",(909) 782-0800,Set It Off,6:50 PM,R,A,Vivica Fox
SOCAL Canyon Springs Cinema,"East Of I-215 On 60 Freeway At Day Street Canyon, Moreno Valley",(909) 782-0800,Set It Off,6:50 PM,R,D,F. Gary Gray
SOCAL Canyon Springs Cinema,"East Of I-215 On 60 Freeway At Day Street Canyon, Moreno Valley",(909) 782-0800,Set It Off,9:15 PM,R,A,Blair Underwood
SOCAL Canyon Springs Cinema,"East Of I-215 On 60 Freeway At Day Street Canyon, Moreno Valley",(909) 782-0800,Set It Off,9:15 PM,R,A,Jada Pinkett
SOCAL Canyon Springs Cinema,"East Of I-215 On 60 Freeway At Day Street Canyon, Moreno Valley",(909) 782-0800,Set It Off,9:15 PM,R,A,John C. McGinley
SOCAL Canyon Springs Cinema,"East Of I-215 On 60 Freeway At Day Street Canyon, Moreno Valley",(909) 782-0800,Set It Off,9:15 PM,R,A,Kimberly Elise
SOCAL Canyon Springs Cinema,"East Of I-215 On 60 Freeway At Day Street Canyon, Moreno Valley",(909) 782-0800,Set It Off,9:15 PM,R,A,Queen Latifah
SOCAL Canyon Springs Cinema,"East Of I-215 On 60 Freeway At Day Street Canyon, Moreno Valley",(909) 782-0800,Set It Off,9:15 PM,R,A,Vivica Fox
SOCAL Canyon Springs Cinema,"East Of I-215 On 60 Freeway At Day Street Canyon, Moreno Valley",(909) 782-0800,Set It Off,9:15 PM,R,D,F. Gary Gray
SOCAL Canyon Springs Cinema,"East Of I-215 On 60 Freeway At Day Street Canyon, Moreno Valley",(909) 782-0800,Sleepers,5:30 PM,,A,Billy Crudup
SOCAL Canyon Springs Cinema,"East Of I-215 On 60 Freeway At Day Street Canyon, Moreno Valley",(909) 782-0800,Sleepers,5:30 PM,,A,Brad Pitt
SOCAL Canyon Springs Cinema,"East Of I-215 On 60 Freeway At Day Street Canyon, Moreno Valley",(909) 782-0800,Sleepers,5:30 PM,,A,Brad Renfro
SOCAL Canyon Springs Cinema,"East Of I-215 On 60 Freeway At Day Street Canyon, Moreno Valley",(909) 782-0800,Sleepers,5:30 PM,,A,Dustin Hoffman
SOCAL Canyon Springs Cinema,"East Of I-215 On 60 Freeway At Day Street Canyon, Moreno Valley",(909) 782-0800,Sleepers,5:30 PM,,A,Jason Patric
SOCAL Canyon Springs Cinema,"East Of I-215 On 60 Freeway At Day Street Canyon, Moreno Valley",(909) 782-0800,Sleepers,5:30 PM,,A,Joseph Perrino
SOCAL Canyon Springs Cinema,"East Of I-215 On 60 Freeway At Day Street Canyon, Moreno Valley",(909) 782-0800,Sleepers,5:30 PM,,A,Kevin Bacon
SOCAL Canyon Springs Cinema,"East Of I-215 On 60 Freeway At Day Street Canyon, Moreno Valley",(909) 782-0800,Sleepers,5:30 PM,,A,Minnie Driver
SOCAL Canyon Springs Cinema,"East Of I-215 On 60 Freeway At Day Street Canyon, Moreno Valley",(909) 782-0800,Sleepers,5:30 PM,,A,Robert De Niro
SOCAL Canyon Springs Cinema,"East Of I-215 On 60 Freeway At Day Street Canyon, Moreno Valley",(909) 782-0800,Sleepers,5:30 PM,,A,Ron Eldard
SOCAL Canyon Springs Cinema,"East Of I-215 On 60 Freeway At Day Street Canyon, Moreno Valley",(909) 782-0800,Sleepers,5:30 PM,,A,Terry Kinney
SOCAL Canyon Springs Cinema,"East Of I-215 On 60 Freeway At Day Street Canyon, Moreno Valley",(909) 782-0800,Sleepers,5:30 PM,,A,Vittorio Gassman
SOCAL Canyon Springs Cinema,"East Of I-215 On 60 Freeway At Day Street Canyon, Moreno Valley",(909) 782-0800,Sleepers,5:30 PM,,D,Barry Levinson
SOCAL Canyon Springs Cinema,"East Of I-215 On 60 Freeway At Day Street Canyon, Moreno Valley",(909) 782-0800,Sleepers,8:30 PM,,A,Billy Crudup
SOCAL Canyon Springs Cinema,"East Of I-215 On 60 Freeway At Day Street Canyon, Moreno Valley",(909) 782-0800,Sleepers,8:30 PM,,A,Brad Pitt
SOCAL Canyon Springs Cinema,"East Of I-215 On 60 Freeway At Day Street Canyon, Moreno Valley",(909) 782-0800,Sleepers,8:30 PM,,A,Brad Renfro
SOCAL Canyon Springs Cinema,"East Of I-215 On 60 Freeway At Day Street Canyon, Moreno Valley",(909) 782-0800,Sleepers,8:30 PM,,A,Dustin Hoffman
SOCAL Canyon Springs Cinema,"East Of I-215 On 60 Freeway At Day Street Canyon, Moreno Valley",(909) 782-0800,Sleepers,8:30 PM,,A,Jason Patric
SOCAL Canyon Springs Cinema,"East Of I-215 On 60 Freeway At Day Street Canyon, Moreno Valley",(909) 782-0800,Sleepers,8:30 PM,,A,Joseph Perrino
SOCAL Canyon Springs Cinema,"East Of I-215 On 60 Freeway At Day Street Canyon, Moreno Valley",(909) 782-0800,Sleepers,8:30 PM,,A,Kevin Bacon
SOCAL Canyon Springs Cinema,"East Of I-215 On 60 Freeway At Day Street Canyon, Moreno Valley",(909) 782-0800,Sleepers,8:30 PM,,A,Minnie Driver
SOCAL Canyon Springs Cinema,"East Of I-215 On 60 Freeway At Day Street Canyon, Moreno Valley",(909) 782-0800,Sleepers,8:30 PM,,A,Robert De Niro
SOCAL Canyon Springs Cinema,"East Of I-215 On 60 Freeway At Day Street Canyon, Moreno Valley",(909) 782-0800,Sleepers,8:30 PM,,A,Ron Eldard
SOCAL Canyon Springs Cinema,"East Of I-215 On 60 Freeway At Day Street Canyon, Moreno Valley",(909) 782-0800,Sleepers,8:30 PM,,A,Terry Kinney
SOCAL Canyon Springs Cinema,"East Of I-215 On 60 Freeway At Day Street Canyon, Moreno Valley",(909) 782-0800,Sleepers,8:30 PM,,A,Vittorio Gassman
SOCAL Canyon Springs Cinema,"East Of I-215 On 60 Freeway At Day Street Canyon, Moreno Valley",(909) 782-0800,Sleepers,8:30 PM,,D,Barry Levinson
SOCAL Canyon Springs Cinema,"East Of I-215 On 60 Freeway At Day Street Canyon, Moreno Valley",(909) 782-0800,That Thing You Do,4:40 PM,PG,A,Ethan Embry
SOCAL Canyon Springs Cinema,"East Of I-215 On 60 Freeway At Day Street Canyon, Moreno Valley",(909) 782-0800,That Thing You Do,4:40 PM,PG,A,Johnathon Schaech
SOCAL Canyon Springs Cinema,"East Of I-215 On 60 Freeway At Day Street Canyon, Moreno Valley",(909) 782-0800,That Thing You Do,4:40 PM,PG,A,Steve Zahn
SOCAL Canyon Springs Cinema,"East Of I-215 On 60 Freeway At Day Street Canyon, Moreno Valley",(909) 782-0800,That Thing You Do,4:40 PM,PG,A,Tom Everett Scott
SOCAL Canyon Springs Cinema,"East Of I-215 On 60 Freeway At Day Street Canyon, Moreno Valley",(909) 782-0800,That Thing You Do,4:40 PM,PG,D,Tom Hanks
SOCAL Canyon Springs Cinema,"East Of I-215 On 60 Freeway At Day Street Canyon, Moreno Valley",(909) 782-0800,That Thing You Do,7:15 PM,PG,A,Ethan Embry
SOCAL Canyon Springs Cinema,"East Of I-215 On 60 Freeway At Day Street Canyon, Moreno Valley",(909) 782-0800,That Thing You Do,7:15 PM,PG,A,Johnathon Schaech
SOCAL Canyon Springs Cinema,"East Of I-215 On 60 Freeway At Day Street Canyon, Moreno Valley",(909) 782-0800,That Thing You Do,7:15 PM,PG,A,Steve Zahn
SOCAL Canyon Springs Cinema,"East Of I-215 On 60 Freeway At Day Street Canyon, Moreno Valley",(909) 782-0800,That Thing You Do,7:15 PM,PG,A,Tom Everett Scott
SOCAL Canyon Springs Cinema,"East Of I-215 On 60 Freeway At Day Street Canyon, Moreno Valley",(909) 782-0800,That Thing You Do,7:15 PM,PG,D,Tom Hanks
SOCAL Canyon Springs Cinema,"East Of I-215 On 60 Freeway At Day Street Canyon, Moreno Valley",(909) 782-0800,That Thing You Do,9:40 PM,PG,A,Ethan Embry
SOCAL Canyon Springs Cinema,"East Of I-215 On 60 Freeway At Day Street Canyon, Moreno Valley",(909) 782-0800,That Thing You Do,9:40 PM,PG,A,Johnathon Schaech
SOCAL Canyon Springs Cinema,"East Of I-215 On 60 Freeway At Day Street Canyon, Moreno Valley",(909) 782-0800,That Thing You Do,9:40 PM,PG,A,Steve Zahn
SOCAL Canyon Springs Cinema,"East Of I-215 On 60 Freeway At Day Street Canyon, Moreno Valley",(909) 782-0800,That Thing You Do,9:40 PM,PG,A,Tom Everett Scott
SOCAL Canyon Springs Cinema,"East Of I-215 On 60 Freeway At Day Street Canyon, Moreno Valley",(909) 782-0800,That Thing You Do,9:40 PM,PG,D,Tom Hanks
SOCAL Marketplace Cinema,"University/mission Inn Exits East Of 91 Freeway On, Riverside",(909) 682-4040,"Mirror Has Two Faces, The",4:10 PM,PG-13,A,Barbra Streisand
SOCAL Marketplace Cinema,"University/mission Inn Exits East Of 91 Freeway On, Riverside",(909) 682-4040,"Mirror Has Two Faces, The",4:10 PM,PG-13,A,Jeff Bridges
SOCAL Marketplace Cinema,"University/mission Inn Exits East Of 91 Freeway On, Riverside",(909) 682-4040,"Mirror Has Two Faces, The",4:10 PM,PG-13,A,Lauren Bacall
SOCAL Marketplace Cinema,"University/mission Inn Exits East Of 91 Freeway On, Riverside",(909) 682-4040,"Mirror Has Two Faces, The",4:10 PM,PG-13,A,Pierce Brosnan
SOCAL Marketplace Cinema,"University/mission Inn Exits East Of 91 Freeway On, Riverside",(909) 682-4040,"Mirror Has Two Faces, The",4:10 PM,PG-13,D,Barbra Streisand
SOCAL Marketplace Cinema,"University/mission Inn Exits East Of 91 Freeway On, Riverside",(909) 682-4040,"Mirror Has Two Faces, The",6:45 PM,PG-13,A,Barbra Streisand
SOCAL Marketplace Cinema,"University/mission Inn Exits East Of 91 Freeway On, Riverside",(909) 682-4040,"Mirror Has Two Faces, The",6:45 PM,PG-13,A,Jeff Bridges
SOCAL Marketplace Cinema,"University/mission Inn Exits East Of 91 Freeway On, Riverside",(909) 682-4040,"Mirror Has Two Faces, The",6:45 PM,PG-13,A,Lauren Bacall
SOCAL Marketplace Cinema,"University/mission Inn Exits East Of 91 Freeway On, Riverside",(909) 682-4040,"Mirror Has Two Faces, The",6:45 PM,PG-13,A,Pierce Brosnan
SOCAL Marketplace Cinema,"University/mission Inn Exits East Of 91 Freeway On, Riverside",(909) 682-4040,"Mirror Has Two Faces, The",6:45 PM,PG-13,D,Barbra Streisand
SOCAL Marketplace Cinema,"University/mission Inn Exits East Of 91 Freeway On, Riverside",(909) 682-4040,"Mirror Has Two Faces, The",9:25 PM,PG-13,A,Barbra Streisand
SOCAL Marketplace Cinema,"University/mission Inn Exits East Of 91 Freeway On, Riverside",(909) 682-4040,"Mirror Has Two Faces, The",9:25 PM,PG-13,A,Jeff Bridges
SOCAL Marketplace Cinema,"University/mission Inn Exits East Of 91 Freeway On, Riverside",(909) 682-4040,"Mirror Has Two Faces, The",9:25 PM,PG-13,A,Lauren Bacall
SOCAL Marketplace Cinema,"University/mission Inn Exits East Of 91 Freeway On, Riverside",(909) 682-4040,"Mirror Has Two Faces, The",9:25 PM,PG-13,A,Pierce Brosnan
SOCAL Marketplace Cinema,"University/mission Inn Exits East Of 91 Freeway On, Riverside",(909) 682-4040,"Mirror Has Two Faces, The",9:25 PM,PG-13,D,Barbra Streisand
SOCAL Marketplace Cinema,"University/mission Inn Exits East Of 91 Freeway On, Riverside",(909) 682-4040,Ransom,4:20 PM,R,A,Delroy Lindo
SOCAL Marketplace Cinema,"University/mission Inn Exits East Of 91 Freeway On, Riverside",(909) 682-4040,Ransom,4:20 PM,R,A,Gary Sinese
SOCAL Marketplace Cinema,"University/mission Inn Exits East Of 91 Freeway On, Riverside",(909) 682-4040,Ransom,4:20 PM,R,A,Lili Taylor
SOCAL Marketplace Cinema,"University/mission Inn Exits East Of 91 Freeway On, Riverside",(909) 682-4040,Ransom,4:20 PM,R,A,Mel Gibson
SOCAL Marketplace Cinema,"University/mission Inn Exits East Of 91 Freeway On, Riverside",(909) 682-4040,Ransom,4:20 PM,R,A,Rene Russo
SOCAL Marketplace Cinema,"University/mission Inn Exits East Of 91 Freeway On, Riverside",(909) 682-4040,Ransom,4:20 PM,R,D,Ron Howard
